id,data,dia,mes,ano,diasemana,FeriadoNome,Feriado,Dia Util,DiaPagamento,PagamentoOutro,Evento,Clima,Centro de distribuicao,ATM,Valor
"38.000000,2010-02-07,7.000000,2.000000,2010.000000,1.000000,"""",0.000000,1.000000,0.000000,0.000000,2.000000,3.000000,""CD_SP_EMP"",""MQ_SP_1304"",27895.368579"
"39.000000,2010-02-08,8.000000,2.000000,2010.000000,2.000000,"""",0.000000,0.000000,0.000000,0.000000,2.000000,8.000000,""CD_SP_EMP"",""MQ_SP_1304"",24147.795386"
"40.000000,2010-02-09,9.000000,2.000000,2010.000000,3.000000,"""",0.000000,0.000000,0.000000,0.000000,8.000000,8.000000,""CD_SP_EMP"",""MQ_SP_1304"",24653.113160"
"41.000000,2010-02-10,10.000000,2.000000,2010.000000,4.000000,"""",0.000000,0.000000,1.000000,0.000000,4.000000,0.000000,""CD_SP_EMP"",""MQ_SP_1304"",47047.377331"
"42.000000,2010-02-11,11.000000,2.000000,2010.000000,5.000000,"""",0.000000,0.000000,0.000000,0.000000,5.000000,6.000000,""CD_SP_EMP"",""MQ_SP_1304"",22660.478452"
"43.000000,2010-02-12,12.000000,2.000000,2010.000000,6.000000,"""",0.000000,0.000000,0.000000,0.000000,8.000000,1.000000,""CD_SP_EMP"",""MQ_SP_1304"",24064.225257"
"44.000000,2010-02-13,13.000000,2.000000,2010.000000,7.000000,"""",0.000000,1.000000,0.000000,0.000000,7.000000,2.000000,""CD_SP_EMP"",""MQ_SP_1304"",25965.701925"
"45.000000,2010-02-14,14.000000,2.000000,2010.000000,1.000000,"""",0.000000,1.000000,0.000000,0.000000,3.000000,6.000000,""CD_SP_EMP"",""MQ_SP_1304"",27012.903525"
"46.000000,2010-02-15,15.000000,2.000000,2010.000000,2.000000,""Carnaval"",1.000000,0.000000,0.000000,1.000000,1.000000,5.000000,""CD_SP_EMP"",""MQ_SP_1304"",45920.788348"
"47.000000,2010-02-16,16.000000,2.000000,2010.000000,3.000000,""Carnaval"",1.000000,0.000000,0.000000,0.000000,1.000000,3.000000,""CD_SP_EMP"",""MQ_SP_1304"",29956.573123"
"48.000000,2010-02-17,17.000000,2.000000,2010.000000,4.000000,"""",0.000000,0.000000,0.000000,0.000000,8.000000,2.000000,""CD_SP_EMP"",""MQ_SP_1304"",24792.745339"
"49.000000,2010-02-18,18.000000,2.000000,2010.000000,5.000000,"""",0.000000,0.000000,0.000000,0.000000,7.000000,0.000000,""CD_SP_EMP"",""MQ_SP_1304"",22028.247347"
"50.000000,2010-02-19,19.000000,2.000000,2010.000000,6.000000,"""",0.000000,0.000000,0.000000,0.000000,6.000000,5.000000,""CD_SP_EMP"",""MQ_SP_1304"",23213.625146"
"51.000000,2010-02-20,20.000000,2.000000,2010.000000,7.000000,"""",0.000000,1.000000,0.000000,0.000000,6.000000,4.000000,""CD_SP_EMP"",""MQ_SP_1304"",26392.229176"
"52.000000,2010-02-21,21.000000,2.000000,2010.000000,1.000000,"""",0.000000,1.000000,0.000000,0.000000,5.000000,4.000000,""CD_SP_EMP"",""MQ_SP_1304"",28640.627592"
"53.000000,2010-02-22,22.000000,2.000000,2010.000000,2.000000,"""",0.000000,0.000000,0.000000,0.000000,3.000000,7.000000,""CD_SP_EMP"",""MQ_SP_1304"",23348.925150"
"54.000000,2010-02-23,23.000000,2.000000,2010.000000,3.000000,"""",0.000000,0.000000,0.000000,0.000000,3.000000,8.000000,""CD_SP_EMP"",""MQ_SP_1304"",22759.210951"
"55.000000,2010-02-24,24.000000,2.000000,2010.000000,4.000000,"""",0.000000,0.000000,0.000000,0.000000,0.000000,6.000000,""CD_SP_EMP"",""MQ_SP_1304"",21607.244827"
"56.000000,2010-02-25,25.000000,2.000000,2010.000000,5.000000,"""",0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,""CD_SP_EMP"",""MQ_SP_1304"",23364.448998"
"57.000000,2010-02-26,26.000000,2.000000,2010.000000,6.000000,"""",0.000000,0.000000,0.000000,0.000000,7.000000,2.000000,""CD_SP_EMP"",""MQ_SP_1304"",24270.164755"
"58.000000,2010-02-27,27.000000,2.000000,2010.000000,7.000000,"""",0.000000,1.000000,0.000000,0.000000,1.000000,8.000000,""CD_SP_EMP"",""MQ_SP_1304"",28055.872648"
"59.000000,2010-02-28,28.000000,2.000000,2010.000000,1.000000,"""",0.000000,1.000000,0.000000,0.000000,4.000000,7.000000,""CD_SP_EMP"",""MQ_SP_1304"",27381.738007"
"60.000000,2010-03-01,1.000000,3.000000,2010.000000,2.000000,"""",0.000000,0.000000,0.000000,0.000000,6.000000,7.000000,""CD_SP_EMP"",""MQ_SP_1304"",24812.189379"
"61.000000,2010-03-02,2.000000,3.000000,2010.000000,3.000000,"""",0.000000,0.000000,0.000000,0.000000,7.000000,3.000000,""CD_SP_EMP"",""MQ_SP_1304"",22552.882230"
"62.000000,2010-03-03,3.000000,3.000000,2010.000000,4.000000,"""",0.000000,0.000000,0.000000,0.000000,2.000000,3.000000,""CD_SP_EMP"",""MQ_SP_1304"",21835.819303"
"63.000000,2010-03-04,4.000000,3.000000,2010.000000,5.000000,"""",0.000000,0.000000,0.000000,0.000000,1.000000,0.000000,""CD_SP_EMP"",""MQ_SP_1304"",22787.355700"
"64.000000,2010-03-05,5.000000,3.000000,2010.000000,6.000000,"""",0.000000,0.000000,1.000000,0.000000,5.000000,7.000000,""CD_SP_EMP"",""MQ_SP_1304"",48682.026038"
"65.000000,2010-03-06,6.000000,3.000000,2010.000000,7.000000,"""",0.000000,1.000000,0.000000,0.000000,5.000000,4.000000,""CD_SP_EMP"",""MQ_SP_1304"",27241.828679"
"66.000000,2010-03-07,7.000000,3.000000,2010.000000,1.000000,"""",0.000000,1.000000,0.000000,0.000000,2.000000,4.000000,""CD_SP_EMP"",""MQ_SP_1304"",27922.448846"
"67.000000,2010-03-08,8.000000,3.000000,2010.000000,2.000000,"""",0.000000,0.000000,0.000000,0.000000,3.000000,5.000000,""CD_SP_EMP"",""MQ_SP_1304"",24988.480021"
"68.000000,2010-03-09,9.000000,3.000000,2010.000000,3.000000,"""",0.000000,0.000000,0.000000,0.000000,1.000000,3.000000,""CD_SP_EMP"",""MQ_SP_1304"",23482.072319"
"69.000000,2010-03-10,10.000000,3.000000,2010.000000,4.000000,"""",0.000000,0.000000,1.000000,0.000000,1.000000,6.000000,""CD_SP_EMP"",""MQ_SP_1304"",50645.215186"
"70.000000,2010-03-11,11.000000,3.000000,2010.000000,5.000000,"""",0.000000,0.000000,0.000000,0.000000,8.000000,3.000000,""CD_SP_EMP"",""MQ_SP_1304"",26705.890682"
"71.000000,2010-03-12,12.000000,3.000000,2010.000000,6.000000,"""",0.000000,0.000000,0.000000,0.000000,3.000000,4.000000,""CD_SP_EMP"",""MQ_SP_1304"",24786.054653"
"72.000000,2010-03-13,13.000000,3.000000,2010.000000,7.000000,"""",0.000000,1.000000,0.000000,0.000000,4.000000,0.000000,""CD_SP_EMP"",""MQ_SP_1304"",27860.823363"
"73.000000,2010-03-14,14.000000,3.000000,2010.000000,1.000000,"""",0.000000,1.000000,0.000000,0.000000,3.000000,3.000000,""CD_SP_EMP"",""MQ_SP_1304"",25976.228043"
"74.000000,2010-03-15,15.000000,3.000000,2010.000000,2.000000,"""",0.000000,0.000000,0.000000,1.000000,0.000000,1.000000,""CD_SP_EMP"",""MQ_SP_1304"",41308.853740"
"75.000000,2010-03-16,16.000000,3.000000,2010.000000,3.000000,"""",0.000000,0.000000,0.000000,0.000000,8.000000,0.000000,""CD_SP_EMP"",""MQ_SP_1304"",25848.218365"
"76.000000,2010-03-17,17.000000,3.000000,2010.000000,4.000000,"""",0.000000,0.000000,0.000000,0.000000,5.000000,6.000000,""CD_SP_EMP"",""MQ_SP_1304"",24498.107637"
"77.000000,2010-03-18,18.000000,3.000000,2010.000000,5.000000,"""",0.000000,0.000000,0.000000,0.000000,8.000000,5.000000,""CD_SP_EMP"",""MQ_SP_1304"",25259.520159"
"78.000000,2010-03-19,19.000000,3.000000,2010.000000,6.000000,"""",0.000000,0.000000,0.000000,0.000000,8.000000,5.000000,""CD_SP_EMP"",""MQ_SP_1304"",25549.978456"
"79.000000,2010-03-20,20.000000,3.000000,2010.000000,7.000000,"""",0.000000,1.000000,0.000000,0.000000,1.000000,2.000000,""CD_SP_EMP"",""MQ_SP_1304"",25679.887331"
"80.000000,2010-03-21,21.000000,3.000000,2010.000000,1.000000,"""",0.000000,1.000000,0.000000,0.000000,0.000000,5.000000,""CD_SP_EMP"",""MQ_SP_1304"",27837.111346"
"81.000000,2010-03-22,22.000000,3.000000,2010.000000,2.000000,"""",0.000000,0.000000,0.000000,0.000000,5.000000,6.000000,""CD_SP_EMP"",""MQ_SP_1304"",24729.112006"
"82.000000,2010-03-23,23.000000,3.000000,2010.000000,3.000000,"""",0.000000,0.000000,0.000000,0.000000,8.000000,3.000000,""CD_SP_EMP"",""MQ_SP_1304"",26281.228782"
"83.000000,2010-03-24,24.000000,3.000000,2010.000000,4.000000,"""",0.000000,0.000000,0.000000,0.000000,1.000000,6.000000,""CD_SP_EMP"",""MQ_SP_1304"",27084.364461"
"84.000000,2010-03-25,25.000000,3.000000,2010.000000,5.000000,"""",0.000000,0.000000,0.000000,0.000000,5.000000,4.000000,""CD_SP_EMP"",""MQ_SP_1304"",26779.190320"
"85.000000,2010-03-26,26.000000,3.000000,2010.000000,6.000000,"""",0.000000,0.000000,0.000000,0.000000,3.000000,0.000000,""CD_SP_EMP"",""MQ_SP_1304"",25728.924380"
"86.000000,2010-03-27,27.000000,3.000000,2010.000000,7.000000,"""",0.000000,1.000000,0.000000,0.000000,6.000000,5.000000,""CD_SP_EMP"",""MQ_SP_1304"",26294.541553"
"87.000000,2010-03-28,28.000000,3.000000,2010.000000,1.000000,"""",0.000000,1.000000,0.000000,0.000000,8.000000,7.000000,""CD_SP_EMP"",""MQ_SP_1304"",26377.182163"
"88.000000,2010-03-29,29.000000,3.000000,2010.000000,2.000000,"""",0.000000,0.000000,0.000000,0.000000,7.000000,1.000000,""CD_SP_EMP"",""MQ_SP_1304"",24564.398303"
"89.000000,2010-03-30,30.000000,3.000000,2010.000000,3.000000,"""",0.000000,0.000000,0.000000,1.000000,0.000000,3.000000,""CD_SP_EMP"",""MQ_SP_1304"",42417.069406"
"90.000000,2010-03-31,31.000000,3.000000,2010.000000,4.000000,"""",0.000000,0.000000,0.000000,0.000000,4.000000,6.000000,""CD_SP_EMP"",""MQ_SP_1304"",26352.996664"
"91.000000,2010-04-01,1.000000,4.000000,2010.000000,5.000000,"""",0.000000,0.000000,0.000000,0.000000,8.000000,1.000000,""CD_SP_EMP"",""MQ_SP_1304"",25171.987512"
"92.000000,2010-04-02,2.000000,4.000000,2010.000000,6.000000,""Paixao de Cristo"",1.000000,0.000000,0.000000,0.000000,3.000000,3.000000,""CD_SP_EMP"",""MQ_SP_1304"",29807.533930"
"93.000000,2010-04-03,3.000000,4.000000,2010.000000,7.000000,"""",0.000000,1.000000,0.000000,0.000000,7.000000,0.000000,""CD_SP_EMP"",""MQ_SP_1304"",25840.717859"
"94.000000,2010-04-04,4.000000,4.000000,2010.000000,1.000000,"""",0.000000,1.000000,0.000000,0.000000,7.000000,0.000000,""CD_SP_EMP"",""MQ_SP_1304"",27176.748015"
"95.000000,2010-04-05,5.000000,4.000000,2010.000000,2.000000,"""",0.000000,0.000000,1.000000,0.000000,7.000000,4.000000,""CD_SP_EMP"",""MQ_SP_1304"",51012.261715"
"96.000000,2010-04-06,6.000000,4.000000,2010.000000,3.000000,"""",0.000000,0.000000,0.000000,0.000000,0.000000,6.000000,""CD_SP_EMP"",""MQ_SP_1304"",27810.587745"
"97.000000,2010-04-07,7.000000,4.000000,2010.000000,4.000000,"""",0.000000,0.000000,0.000000,0.000000,8.000000,1.000000,""CD_SP_EMP"",""MQ_SP_1304"",26835.607739"
"98.000000,2010-04-08,8.000000,4.000000,2010.000000,5.000000,"""",0.000000,0.000000,0.000000,0.000000,3.000000,2.000000,""CD_SP_EMP"",""MQ_SP_1304"",24010.618128"
"99.000000,2010-04-09,9.000000,4.000000,2010.000000,6.000000,"""",0.000000,0.000000,0.000000,0.000000,8.000000,0.000000,""CD_SP_EMP"",""MQ_SP_1304"",23639.793166"
"100.000000,2010-04-10,10.000000,4.000000,2010.000000,7.000000,"""",0.000000,1.000000,1.000000,0.000000,5.000000,0.000000,""CD_SP_EMP"",""MQ_SP_1304"",50679.634359"
"101.000000,2010-04-11,11.000000,4.000000,2010.000000,1.000000,"""",0.000000,1.000000,0.000000,0.000000,7.000000,6.000000,""CD_SP_EMP"",""MQ_SP_1304"",29625.025787"
"102.000000,2010-04-12,12.000000,4.000000,2010.000000,2.000000,"""",0.000000,0.000000,0.000000,0.000000,8.000000,5.000000,""CD_SP_EMP"",""MQ_SP_1304"",26767.826791"
"103.000000,2010-04-13,13.000000,4.000000,2010.000000,3.000000,"""",0.000000,0.000000,0.000000,0.000000,6.000000,2.000000,""CD_SP_EMP"",""MQ_SP_1304"",24671.988631"
"104.000000,2010-04-14,14.000000,4.000000,2010.000000,4.000000,"""",0.000000,0.000000,0.000000,0.000000,4.000000,6.000000,""CD_SP_EMP"",""MQ_SP_1304"",23901.377597"
"105.000000,2010-04-15,15.000000,4.000000,2010.000000,5.000000,"""",0.000000,0.000000,0.000000,1.000000,0.000000,2.000000,""CD_SP_EMP"",""MQ_SP_1304"",41285.464716"
"106.000000,2010-04-16,16.000000,4.000000,2010.000000,6.000000,"""",0.000000,0.000000,0.000000,0.000000,6.000000,2.000000,""CD_SP_EMP"",""MQ_SP_1304"",23123.857500"
"107.000000,2010-04-17,17.000000,4.000000,2010.000000,7.000000,"""",0.000000,1.000000,0.000000,0.000000,0.000000,6.000000,""CD_SP_EMP"",""MQ_SP_1304"",28252.781745"
"108.000000,2010-04-18,18.000000,4.000000,2010.000000,1.000000,"""",0.000000,1.000000,0.000000,0.000000,6.000000,1.000000,""CD_SP_EMP"",""MQ_SP_1304"",28819.818505"
"109.000000,2010-04-19,19.000000,4.000000,2010.000000,2.000000,"""",0.000000,0.000000,0.000000,0.000000,8.000000,1.000000,""CD_SP_EMP"",""MQ_SP_1304"",24953.742607"
"110.000000,2010-04-20,20.000000,4.000000,2010.000000,3.000000,"""",0.000000,0.000000,0.000000,0.000000,7.000000,6.000000,""CD_SP_EMP"",""MQ_SP_1304"",27061.757322"
"111.000000,2010-04-21,21.000000,4.000000,2010.000000,4.000000,""Tiradentes"",1.000000,0.000000,0.000000,0.000000,2.000000,5.000000,""CD_SP_EMP"",""MQ_SP_1304"",27552.448551"
"112.000000,2010-04-22,22.000000,4.000000,2010.000000,5.000000,"""",0.000000,0.000000,0.000000,0.000000,1.000000,5.000000,""CD_SP_EMP"",""MQ_SP_1304"",25726.004396"
"113.000000,2010-04-23,23.000000,4.000000,2010.000000,6.000000,"""",0.000000,0.000000,0.000000,0.000000,3.000000,0.000000,""CD_SP_EMP"",""MQ_SP_1304"",27119.818094"
"114.000000,2010-04-24,24.000000,4.000000,2010.000000,7.000000,"""",0.000000,1.000000,0.000000,0.000000,3.000000,8.000000,""CD_SP_EMP"",""MQ_SP_1304"",29611.980389"
"115.000000,2010-04-25,25.000000,4.000000,2010.000000,1.000000,"""",0.000000,1.000000,0.000000,0.000000,2.000000,6.000000,""CD_SP_EMP"",""MQ_SP_1304"",29666.435334"
"116.000000,2010-04-26,26.000000,4.000000,2010.000000,2.000000,"""",0.000000,0.000000,0.000000,0.000000,2.000000,1.000000,""CD_SP_EMP"",""MQ_SP_1304"",27004.661393"
"117.000000,2010-04-27,27.000000,4.000000,2010.000000,3.000000,"""",0.000000,0.000000,0.000000,0.000000,1.000000,8.000000,""CD_SP_EMP"",""MQ_SP_1304"",24002.302059"
"118.000000,2010-04-28,28.000000,4.000000,2010.000000,4.000000,"""",0.000000,0.000000,0.000000,0.000000,8.000000,7.000000,""CD_SP_EMP"",""MQ_SP_1304"",23064.047831"
"119.000000,2010-04-29,29.000000,4.000000,2010.000000,5.000000,"""",0.000000,0.000000,0.000000,0.000000,8.000000,7.000000,""CD_SP_EMP"",""MQ_SP_1304"",26500.595899"
"120.000000,2010-04-30,30.000000,4.000000,2010.000000,6.000000,"""",0.000000,0.000000,0.000000,1.000000,5.000000,4.000000,""CD_SP_EMP"",""MQ_SP_1304"",43560.611184"
"121.000000,2010-05-01,1.000000,5.000000,2010.000000,7.000000,""Dia do Trabalho"",1.000000,1.000000,0.000000,0.000000,3.000000,2.000000,""CD_SP_EMP"",""MQ_SP_1304"",32958.815225"
"122.000000,2010-05-02,2.000000,5.000000,2010.000000,1.000000,"""",0.000000,1.000000,0.000000,0.000000,3.000000,4.000000,""CD_SP_EMP"",""MQ_SP_1304"",29204.713154"
"123.000000,2010-05-03,3.000000,5.000000,2010.000000,2.000000,"""",0.000000,0.000000,0.000000,0.000000,2.000000,2.000000,""CD_SP_EMP"",""MQ_SP_1304"",23670.096509"
"124.000000,2010-05-04,4.000000,5.000000,2010.000000,3.000000,"""",0.000000,0.000000,0.000000,0.000000,7.000000,0.000000,""CD_SP_EMP"",""MQ_SP_1304"",23314.313013"
"125.000000,2010-05-05,5.000000,5.000000,2010.000000,4.000000,"""",0.000000,0.000000,1.000000,0.000000,3.000000,1.000000,""CD_SP_EMP"",""MQ_SP_1304"",50929.959541"
"126.000000,2010-05-06,6.000000,5.000000,2010.000000,5.000000,"""",0.000000,0.000000,0.000000,0.000000,3.000000,0.000000,""CD_SP_EMP"",""MQ_SP_1304"",27273.990826"
"127.000000,2010-05-07,7.000000,5.000000,2010.000000,6.000000,"""",0.000000,0.000000,0.000000,0.000000,0.000000,2.000000,""CD_SP_EMP"",""MQ_SP_1304"",25286.630067"
"128.000000,2010-05-08,8.000000,5.000000,2010.000000,7.000000,"""",0.000000,1.000000,0.000000,0.000000,7.000000,6.000000,""CD_SP_EMP"",""MQ_SP_1304"",28809.037711"
"129.000000,2010-05-09,9.000000,5.000000,2010.000000,1.000000,"""",0.000000,1.000000,0.000000,0.000000,5.000000,4.000000,""CD_SP_EMP"",""MQ_SP_1304"",27781.526608"
"130.000000,2010-05-10,10.000000,5.000000,2010.000000,2.000000,"""",0.000000,0.000000,1.000000,0.000000,0.000000,3.000000,""CD_SP_EMP"",""MQ_SP_1304"",50208.894050"
"131.000000,2010-05-11,11.000000,5.000000,2010.000000,3.000000,"""",0.000000,0.000000,0.000000,0.000000,1.000000,2.000000,""CD_SP_EMP"",""MQ_SP_1304"",24300.396613"
"132.000000,2010-05-12,12.000000,5.000000,2010.000000,4.000000,"""",0.000000,0.000000,0.000000,0.000000,5.000000,0.000000,""CD_SP_EMP"",""MQ_SP_1304"",25921.083587"
"133.000000,2010-05-13,13.000000,5.000000,2010.000000,5.000000,"""",0.000000,0.000000,0.000000,0.000000,0.000000,5.000000,""CD_SP_EMP"",""MQ_SP_1304"",28469.965756"
"134.000000,2010-05-14,14.000000,5.000000,2010.000000,6.000000,"""",0.000000,0.000000,0.000000,0.000000,0.000000,4.000000,""CD_SP_EMP"",""MQ_SP_1304"",25286.924816"
"135.000000,2010-05-15,15.000000,5.000000,2010.000000,7.000000,"""",0.000000,1.000000,0.000000,1.000000,1.000000,3.000000,""CD_SP_EMP"",""MQ_SP_1304"",46192.368686"
"136.000000,2010-05-16,16.000000,5.000000,2010.000000,1.000000,"""",0.000000,1.000000,0.000000,0.000000,7.000000,2.000000,""CD_SP_EMP"",""MQ_SP_1304"",28778.566793"
"137.000000,2010-05-17,17.000000,5.000000,2010.000000,2.000000,"""",0.000000,0.000000,0.000000,0.000000,2.000000,7.000000,""CD_SP_EMP"",""MQ_SP_1304"",24804.485545"
"138.000000,2010-05-18,18.000000,5.000000,2010.000000,3.000000,"""",0.000000,0.000000,0.000000,0.000000,6.000000,3.000000,""CD_SP_EMP"",""MQ_SP_1304"",27321.947740"
"139.000000,2010-05-19,19.000000,5.000000,2010.000000,4.000000,"""",0.000000,0.000000,0.000000,0.000000,8.000000,6.000000,""CD_SP_EMP"",""MQ_SP_1304"",27423.080131"
"140.000000,2010-05-20,20.000000,5.000000,2010.000000,5.000000,"""",0.000000,0.000000,0.000000,0.000000,8.000000,8.000000,""CD_SP_EMP"",""MQ_SP_1304"",26653.239659"
