CUST_ID,AVG_BALANCE,TENURE,NUM_TRANS,ACCESSORIES,APPLIANCES,CULTURE,GAS,BOOKS,APPAREL,FITNESS,EDUCATION,ENTERTAINMENT,FOOD,HEALTH,HOME_GARDEN,TELCOS,TRAVEL,PURCHASES_AMOUNT,Loyalty,,,
C10034,10011.47907,12,57.38131,304.952514,621.594594,0,0,90.41085,919.192554,0,0,0,969.214866,188.236588,192.402966,494.090971,1003.665816,4783.761719,1,,,
C10035,4038.529514,12,26.714629,0,0,0,305.88331,0,214.194272,0,0,0,1416.533578,0,0,0,0,1936.611159,1,,,
C10036,1678.129418,12,18.23927,0,445.940556,0,0,94.791682,252.847172,0,0,0,0,0,33.265618,0,0,826.845027,0,,,
C10037,1385.101709,12,1.951009,0,0,0,0,216.454467,0,0,0,438.85269,0,0,0,0,0,655.307157,0,,,
C10038,1646.317891,12,24.358217,0,925.30066,0,1010.523731,0,321.597073,0,0,0,132.209208,0,0,36.287674,0,2425.918347,1,,,
C10039,4487.75532,12,54.447583,0,0,383.641724,77.533322,0,1006.314547,0,0,146.379132,0,0,373.573583,0,0,1987.442308,1,,,
C10040,11944.09789,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,
C10041,4109.202513,12,48.074769,35.597998,64.92219,0,96.790122,0,0,0,0,0,974.540253,409.563028,0,291.643803,99.397717,1972.455112,1,,,
C10042,4598.385775,12,5.675901,502.875916,0,0,1600.017081,0,1118.551136,0,0,0,0,0,0,0,2868.893439,6090.337572,1,,,
C10043,2277.36056,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,
C10044,1125.970323,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,
C10045,96.36185,12,25.572638,865.467029,0,0,234.258067,322.675002,412.530544,0,0,389.712648,0,0,70.640014,0,1426.534997,3721.818301,1,,,
C10046,4806.4628,12,6.563081,320.946088,0,0,174.3917,0,916.706522,0,0,0,898.510097,0,480.473784,0,0,2791.028189,1,,,
C10047,4805.082447,12,4.710959,0,0,0,0,0,1415.957603,0,0,0,0,0,0,2489.217925,0,3905.175528,1,,,
C10048,1970.901261,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,
C10049,2108.311988,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,
C10050,3473.126183,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,
C10051,268.54684,12,14.388849,0,0,0,18.676346,0,64.241636,0,0,0,600.024246,0,0,0,39.122223,722.06445,0,,,
C10052,984.817436,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,
C10053,4672.466492,11,27.838039,765.088974,205.285646,0,374.384344,0,1902.972837,0,0,0,1778.329715,144.027351,0,0,0,5170.088867,1,,,
C10054,5420.830403,12,0.941029,0,0,0,0,0,0,0,0,0,0,0,0,2332.68078,0,2332.68078,1,,,
C10055,1610.82591,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,
C10056,1489.262043,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,
C10057,6375.406235,12,85.335761,1957.175735,0,0,0,43.934261,705.336078,0,0,0,378.985921,770.741681,33.879074,0,1232.742518,5122.795268,1,,,
C10058,273.35929,12,11.142868,65.744989,439.697592,0,0,0,268.145903,0,0,0,189.383308,0,0,0,1118.749227,2081.721019,1,,,
C10059,1772.055973,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,
C10060,4627.53688,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,
C10061,2819.609789,12,87.599722,0,165.221985,0,2223.409968,0,0,0,0,0,0,0,176.863552,0,0,2565.495505,1,,,
C10062,4036.240106,12,4.843647,72.558223,0,0,0,0,1093.759404,0,0,0,644.445212,0,0,0,0,1810.762839,0,,,
C10063,5435.932688,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,
C10064,7378.247176,12,14.600904,18.260458,0,0,0,0,310.746488,0,0,0,228.806872,0,0,0,0,557.813818,0,,,
C10065,3816.161648,12,12.603415,0,0,0,264.261325,0,0,0,0,0,0,11057.2514,0,0,0,11321.51273,1,,,
C10066,713.917975,12,120.432731,626.156029,4469.987325,0,0,2623.710827,3028.85845,0,0,2040.952811,1828.656746,0,0,3286.204195,2114.911275,20019.43766,1,,,
C10067,1366.486079,12,8.712417,104.062216,0,0,0,0,423.334649,0,0,0,94.078597,0,0,0,0,621.475462,0,,,
C10068,148.22218,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,
C10069,1367.709195,12,43.992929,37.854493,48.173926,0,0,0,982.647545,0,0,0,127.370035,55.931988,36.568802,978.402427,0,2266.949215,1,,,
C10070,7222.0596,12,7.308855,0,0,0,0,0,317.918134,0,0,0,2225.71495,0,0,0,0,2543.633084,1,,,
C10071,3153.872283,12,20.044651,781.122075,1962.080535,0,0,0,191.272916,0,0,0,62.471115,1314.325802,0,227.716488,0,4538.988931,1,,,
C10072,7790.753647,12,0.98974,0,0,0,4572.941547,0,0,0,0,0,0,0,0,0,0,4572.941547,1,,,
C10073,1945.009328,12,26.117139,411.55663,0,0,247.539064,0,395.300077,0,0,0,119.222329,0,843.459232,0,581.54925,2598.626582,1,,,
C10074,1093.976126,12,42.962281,0,0,0,0,525.338338,0,0,0,0,13.478696,0,30.970636,0,0,569.787669,0,,,
C10075,1245.792419,12,7.410795,0,0,0,215.202445,1073.471355,0,0,0,0,0,0,0,0,0,1288.6738,0,,,
C10076,6901.389176,12,2.984023,0,0,0,0,0,1528.805735,0,0,0,0,0,0,0,0,1528.805735,0,,,
C10077,125.497895,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,
C10078,9717.578578,11,76.137711,622.349519,516.787503,0,1645.016949,0,3281.061654,0,0,829.067573,0,0,0,0,5420.581707,12314.86491,1,,,
C10079,751.587887,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,
C10080,116.384998,12,37.471167,0,0,0,0,0,0,0,0,0,151.454214,0,0,305.743388,101.735364,558.932967,0,,,
C10081,1872.62021,12,43.291697,2723.906001,0,0,0,33.113958,1660.677919,0,0,81.958588,638.999366,61.665501,0,0,150.767754,5351.089087,1,,,
C10082,6140.373233,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,
C10083,464.120596,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,
C10084,1406.744365,12,5.44551,0,0,0,0,0,2387.47076,0,0,0,1888.176986,0,300.735484,0,0,4576.38323,1,,,
C10085,691.24734,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,
C10086,313.137719,12,85.566295,239.442266,47.902806,0,0,0,318.538619,27.418516,0,0,477.810666,1129.439752,0,686.743926,0,2927.296551,1,,,
C10087,3639.652005,12,13.797618,0,666.394661,0,0,0,1107.447764,0,0,0,0,0,0,0,0,1773.842426,0,,,
C10088,1951.188213,12,2.853455,0,0,0,0,0,1114.009214,0,0,0,0,0,0,0,0,1114.009214,0,,,
C10089,1440.481862,12,50.659056,233.463254,0,0,190.970724,31.355817,510.179639,0,0,0,488.007266,0,62.118797,0,0,1516.095498,0,,,
C10090,11900.46326,12,171.818421,651.881255,194.286676,54.800719,0,69.00468,1604.685489,0,0,0,2587.227608,0,412.060627,95.203078,1014.407655,6683.557786,1,,,
C10091,4181.313851,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,
C10092,788.256974,12,26.018371,690.277344,352.281887,0,0,0,1887.964697,0,0,0,0,0,0,0,0,2930.523928,1,,,
C10093,5484.16106,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,
C10094,6780.118243,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,
C10095,5658.634492,12,2.995316,0,0,0,0,0,0,0,0,0,0,2428.616453,0,0,0,2428.616453,1,,,
C10096,3339.088166,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,
C10097,6255.889329,12,60.102871,237.516659,0,0,0,0,817.569465,0,0,0,448.423831,200.50012,539.751598,0,0,2243.761673,1,,,
C10098,9285.37908,12,23.746954,0,0,0,39.104274,0,62.938391,0,0,0,0,0,0,0,0,102.042664,0,,,
C10099,1964.267059,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,
C10100,6832.253489,12,27.610441,0,3855.667039,0,0,0,1879.359658,0,0,0,2227.212352,0,0,0,0,7962.239049,1,,,
C10101,223.410066,12,86.009699,0,1306.380869,0,0,0,5.73959,0,0,0,0,0,0,0,0,1312.12046,0,,,
C10102,5939.274314,12,0.921891,0,0,0,0,0,4584.773769,0,0,0,0,0,0,0,0,4584.773769,1,,,
C10103,1220.794331,12,62.766207,0,148.475134,0,125.876155,0,336.100186,0,0,0,24.622871,0,63.970564,478.958593,0,1178.003503,0,,,
C10104,6651.489394,12,42.473864,64.912132,0,0,0,0,0,0,0,0,236.620351,143.182259,0,0,0,444.714742,0,,,
C10105,1617.661217,11,103.384415,0,2171.959696,0,1392.891534,1978.294566,758.249505,0,0,226.45009,2103.712266,302.929307,1508.201532,2263.74639,2974.566551,15681.00144,1,,,
C10106,4188.593149,12,15.942311,148.150151,0,0,0,0,442.155534,0,655.079283,0,0,0,0,0,0,1245.384968,0,,,
C10107,217.834088,12,43.581716,0,247.144395,0,0,0,0,0,0,0,0,0,0,703.766626,0,950.91102,0,,,
C10108,845.069927,12,2.794753,0,0,0,0,0,0,0,0,0,0,0,150.442937,1057.702759,0,1208.145696,0,,,
C10109,11543.89103,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,
C10110,7005.948675,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,
C10111,5937.686712,12,44.322376,0,1359.647258,0,355.649785,724.724638,42.71597,0,0,0,491.758551,65.499424,111.163471,330.962653,0,3482.12175,1,,,
C10112,1775.177089,12,2.963867,0,711.284439,0,0,0,0,0,0,0,0,0,0,0,0,711.284439,0,,,
C10113,4787.170554,8,8.665789,0,0,0,0,0,4388.739436,0,0,0,1291.349659,2834.687196,930.430407,0,0,9445.206698,0,,,
C10114,1099.855757,12,16.38476,0,2216.513441,0,0,0,0,0,0,0,0,0,0,0,0,2216.513441,1,,,
C10115,7697.850178,12,11.692371,0,0,0,0,0,0,0,0,0,0,0,0,9357.444374,0,9357.444374,1,,,
C10116,92.704436,10,3.790495,0,0,0,0,0,0,0,0,0,0,0,0,0,1161.331461,1161.331461,0,,,
C10117,500.081179,9,10.687468,469.567357,497.005418,0,0,0,353.860202,0,0,0,2442.204899,0,0,0,0,3762.637876,0,,,
C10118,1355.018853,12,5.652153,0,0,0,400.053568,0,0,0,0,0,0,0,0,0,288.196306,688.249873,0,,,
C10119,3827.706746,12,3.87344,0,0,0,626.662007,0,0,0,0,0,109.212241,0,0,0,0,735.874248,0,,,
C10120,2151.276357,12,13.123614,0,0,0,0,0,232.237337,0,0,0,0,53.249147,1085.703983,0,0,1371.190468,0,,,
C10121,6623.422998,12,48.431256,267.96861,1370.656042,0,0,0,663.91097,0,0,0,324.647573,201.944686,244.624005,0,0,3073.751886,1,,,
C10122,1853.346718,7,37.058802,57.569977,504.689454,0,1192.395373,0,114.622206,0,0,81.128246,1694.049321,436.537319,0,0,0,4080.991897,0,,,
C10123,138.335612,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,
C10124,1465.382702,11,0.915125,2324.239214,0,0,0,0,0,0,0,0,0,0,0,0,0,2324.239214,1,,,
C10125,3864.973649,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,
C10126,2330.925761,12,5.432881,0,0,0,0,0,0,0,0,0,0,0,0,0,2840.422282,2840.422282,1,,,
C10127,1365.529832,12,1.945897,0,780.59347,0,460.907013,0,0,0,0,0,0,0,0,0,0,1241.500482,0,,,
C10128,671.224912,12,34.374202,367.604784,0,0,132.87262,0,846.512777,0,0,0,365.841288,0,0,1486.66144,162.307415,3361.800324,1,,,
C10129,4289.671346,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,
C10130,1353.38823,12,22.96528,326.445597,0,0,0,0,184.100155,0,0,0,0,87.34723,0,0,0,597.892983,0,,,
C10131,2846.600844,12,14.941686,425.729786,0,0,0,0,0,0,0,374.407859,0,0,53.638505,48.487524,508.959146,1411.222821,0,,,
C10132,1666.912283,12,12.70274,41.737704,0,0,43.183899,0,0,0,0,0,415.855005,0,0,0,233.623567,734.400174,0,,,
C10133,3018.570416,12,252.162375,786.530956,1129.607542,0,0,72.253831,1602.427467,0,0,36.373533,4356.226527,378.275479,2380.739395,630.690557,422.127607,11795.25289,1,,,
C10134,4367.618405,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,
C10135,7430.394545,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,
C10136,564.628133,12,192.351205,155.292547,0,0,0,0,1813.081619,0,0,0,0,0,23.034765,289.584519,189.613953,2470.607403,1,,,
C10137,1923.186431,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,
C10138,10049.09165,12,7.338152,0,3532.55916,0,0,0,0,0,0,0,0,0,0,0,0,3532.55916,1,,,
C10139,755.934005,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,
C10140,326.963297,7,28.219375,847.848342,0,0,0,277.510381,232.979735,0,0,0,0,0,52.192083,0,0,1410.53054,0,,,
C10141,362.169765,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,
C10142,1871.630508,11,43.166203,73.171922,1213.259269,0,0,0,943.792205,0,0,0,1057.478079,0,0,319.401509,0,3607.102983,1,,,
C10143,1655.852013,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,
C10144,1987.158489,12,54.911946,0,1669.543255,0,0,0,0,0,0,0,0,0,0,0,0,1669.543255,0,,,
C10145,6164.416901,12,7.976656,0,0,0,0,0,397.889192,0,0,0,0,0,0,1978.993704,1349.363154,3726.246049,1,,,
C10146,6038.276351,12,0.990158,0,0,0,5898.349229,0,0,0,0,0,0,0,0,0,0,5898.349229,1,,,
C10147,887.001057,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,
C10148,5869.790446,12,4.69394,1260.403246,0,0,0,0,2254.601448,0,0,0,0,0,0,0,0,3515.004695,1,,,
C10149,872.646211,12,142.899763,237.053755,537.24009,0,441.975814,129.876947,211.251968,0,0,0,2035.800962,853.668143,19.610706,0,0,4466.478383,1,,,
C10150,1753.208943,12,10.909331,0,0,0,596.134605,0,0,0,0,0,0,0,0,0,0,596.134605,0,,,
C10151,2207.747478,12,44.866621,0,84.772719,0,0,0,21.160104,0,0,2790.9553,0,24.711787,0,0,93.529863,3015.129773,1,,,
C10152,908.060406,12,12.042748,0,127.961091,0,0,0,0,0,0,0,0,0,0,3296.611849,0,3424.57294,1,,,
C10153,1560.183303,12,41.614164,128.973727,115.333751,0,0,0,1690.383561,0,0,0,1035.771362,0,409.223541,0,0,3379.685942,1,,,
C10154,3391.143189,12,76.537834,51.243875,79.450966,0,0,0,707.042176,0,0,105.969302,688.809658,59.776602,325.12188,327.488252,0,2344.902711,1,,,
C10155,254.41172,12,8.435686,170.822142,0,0,0,0,103.64278,0,0,0,0,1173.521972,15.631374,0,0,1463.618268,0,,,
C10156,1660.775284,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,
C10157,2694.103897,7,5.705571,0,0,0,0,0,0,0,0,2132.169857,0,0,0,0,0,2132.169857,0,,,
C10158,675.621935,12,1.950245,0,422.467491,0,0,0,0,0,0,0,0,0,0,0,0,422.467491,0,,,
C10159,2840.493945,12,24.946605,0,60.348893,0,0,0,113.047526,0,0,0,0,0,0,0,0,173.396419,0,,,
C10160,1489.239108,12,34.579858,531.150403,14.100353,0,0,0,133.541251,0,0,0,419.781736,0,205.174417,0,0,1303.748161,0,,,
C10161,240.831653,12,21.948414,0,0,0,0,0,522.056898,0,0,0,0,0,0,662.36761,0,1184.424508,0,,,
C10162,6885.639623,12,10.335512,771.5714,0,0,0,0,1316.961488,0,0,0,0,0,184.8616,0,0,2273.394488,1,,,
C10163,2526.137563,12,31.021682,341.795799,0,0,0,0,594.892705,0,0,0,0,0,0,0,0,936.688504,0,,,
C10164,1075.122666,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,
C10165,2597.368026,10,8.538771,0,0,0,0,0,0,0,0,0,0,0,2815.637288,0,0,2815.637288,0,,,
C10166,2948.426257,12,31.643965,4340.310407,4052.122221,0,0,0,7287.708209,0,0,0,1084.250168,858.361704,3410.057197,0,0,21032.80991,1,,,
C10167,624.399552,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,
C10168,1241.082823,12,17.538725,0,348.860552,0,0,0,84.848622,0,0,0,0,0,0,507.177056,0,940.88623,0,,,
C10169,1045.840321,10,13.894004,0,0,0,0,0,0,0,0,0,1651.235562,0,0,0,0,1651.235562,0,,,
C10170,2739.949634,12,32.678709,0,0,120.921677,0,0,0,0,0,0,2302.414022,0,0,1697.62994,0,4120.965639,1,,,
C10171,2768.229626,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,
C10172,1972.661634,10,7.66755,0,50.430555,0,0,0,0,0,0,0,0,217.772214,253.390772,0,0,521.59354,0,,,
C10173,1563.198852,12,15.930839,0,181.541222,116.50127,74.521361,0,191.81549,0,0,0,0,0,0,0,0,564.379343,0,,,
C10174,1304.000168,12,14.460971,0,2401.315285,0,1786.446271,0,0,0,0,0,0,0,0,0,0,4187.761556,1,,,
C10175,1737.326148,12,63.842621,315.937548,111.548431,149.750242,0,0,874.202891,0,0,0,243.788129,0,310.279294,274.967453,0,2280.473988,1,,,
C10176,109.454184,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,
C10177,5809.370184,12,37.022891,334.537164,476.537047,197.627314,85.671534,0,360.15895,0,0,0,1776.1841,82.679817,149.918137,0,333.921053,3797.235115,1,,,
C10178,5291.714209,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,
C10179,1533.274842,12,35.227798,248.124625,0,0,0,0,411.370279,0,0,0,61.780131,15.834521,0,0,0,737.109556,0,,,
C10180,1156.972614,12,30.662238,0,280.145525,0,0,0,385.867234,0,0,0,0,0,373.005127,2317.789304,0,3356.807191,1,,,
C10181,2542.080791,12,38.136153,473.270063,942.351213,0,0,0,816.947301,0,0,574.101985,196.586418,0,1432.172124,169.988885,148.264413,4753.6824,1,,,
C10182,4181.672328,12,10.812229,0,0,0,0,0,2877.68585,0,0,0,0,0,0,0,0,2877.68585,1,,,
C10183,246.706624,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,
C10184,7075.736901,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,
C10185,5247.075069,12,24.871098,0,0,0,0,0,203.017213,0,0,315.455081,0,0,0,0,47.125072,565.597366,0,,,
C10186,2972.718414,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,
C10187,9342.865542,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,
C10188,79.333464,12,2.743254,0,668.015929,0,0,0,0,0,0,0,165.128594,0,0,0,0,833.144523,0,,,
C10189,6191.81271,12,6.911333,0,0,0,0,0,0,0,0,0,0,0,0,5144.419117,0,5144.419117,1,,,
C10190,7380.932445,12,62.670564,546.438113,4477.956112,0,216.092974,0,1264.084197,259.082348,0,603.479793,105.247906,904.610601,0,860.600449,17232.2417,26469.83419,1,,,
C10191,4148.353248,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,
C10192,952.022378,12,10.67709,256.784224,332.708052,0,0,25.936535,44.260393,0,0,0,98.840913,101.006136,0,0,0,859.536253,0,,,
C10193,5844.840403,12,12.855106,0,0,0,0,0,175.988588,0,0,0,582.392626,0,0,0,0,758.381214,0,,,
C10194,83.54967,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,
C10195,9602.140571,12,19.386653,0,0,0,0,0,0,0,0,0,0,0,0,3151.206167,0,3151.206167,1,,,
C10196,5649.937994,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,
C10197,3158.343144,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,
C10198,725.982799,12,0.988068,0,636.877441,0,0,0,0,0,0,0,0,0,0,0,0,636.877441,0,,,
C10199,2709.33832,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,
C10200,808.787037,12,98.636592,415.049524,0,0,0,115.822192,705.892186,0,0,0,368.685466,235.930395,65.460512,524.222601,290.364553,2721.427429,1,,,
C10201,1148.315794,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,
C10202,114.284091,12,7.430852,54.387861,0,0,0,0,99.308352,0,0,141.636448,222.29177,0,0,0,85.830289,603.45472,0,,,
C10203,13890.0681,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,
C10204,137.238272,12,19.842809,0,0,0,0,0,0,0,0,0,0,0,0,1189.780449,0,1189.780449,0,,,
C10205,1745.897734,12,10.387368,0,1738.369996,0,0,0,0,0,0,0,0,0,0,438.256428,0,2176.626424,1,,,
C10206,7631.551575,12,21.066853,0,1153.686439,0,0,0,577.624744,0,0,0,0,0,0,5393.383786,0,7124.694969,1,,,
C10207,5351.667612,12,95.479987,360.513181,0,0,0,0,2291.265491,0,0,0,199.282781,0,114.463574,0,0,2965.525028,1,,,
C10208,480.851415,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,
C10209,906.540651,12,23.481977,0,84.783319,0,0,0,0,0,0,0,0,0,0,0,212.727934,297.511253,0,,,
C10210,863.536309,12,48.258335,83.421707,0,0,426.301798,0,835.212741,0,0,0,0,129.604074,2565.52012,693.523934,185.343261,4918.927635,1,,,
C10211,2148.984856,12,26.206264,374.488438,0,0,203.686979,0,2286.602735,0,0,0,235.031121,378.708599,0,0,0,3478.517872,1,,,
C10212,6801.617135,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,
C10213,492.761348,12,66.96521,339.347833,46.632172,0,0,11.335973,1748.125783,0,0,0,484.894368,574.464882,91.802418,0,549.318668,3845.922097,1,,,
C10214,6091.881592,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,
C10215,1848.709347,11,16.187367,0,1327.067747,0,0,0,3337.15227,0,0,0,0,0,0,0,0,4664.220017,1,,,
C10216,4933.396228,12,35.410595,6073.718633,543.604815,0,0,0,2205.729231,0,0,0,0,1308.410043,0,5510.723381,0,15642.1861,1,,,
C10217,244.046548,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,
C10218,5187.569939,12,42.288393,0,174.646686,0,0,0,87.079445,0,0,618.029924,0,0,80.107138,182.208959,1034.188059,2176.260211,1,,,
C10219,4467.087368,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,
C10220,948.058564,10,32.695777,0,0,0,0,0,252.818451,0,0,0,0,0,1244.02263,0,912.319205,2409.160286,0,,,
